id,timestamp,target,temperature_forecast,solar_forecast,holiday
area_001,2026-01-09 23:00:00,4394.38,9.06,0.0,0
area_001,2026-01-09 23:30:00,4425.97,11.29,0.0,0
area_001,2026-01-10 00:00:00,4235.43,11.84,0.0,1
area_001,2026-01-10 00:30:00,4230.63,11.52,0.0,1
area_001,2026-01-10 01:00:00,4269.82,14.75,0.0,1
area_001,2026-01-10 01:30:00,4273.49,14.5,0.0,1
area_001,2026-01-10 02:00:00,4279.95,15.48,0.0,1
area_001,2026-01-10 02:30:00,4363.4,15.91,0.0,1
area_001,2026-01-10 03:00:00,4192.24,17.02,0.0,1
area_001,2026-01-10 03:30:00,4251.15,18.56,0.0,1
area_001,2026-01-10 04:00:00,4277.75,18.64,0.0,1
area_001,2026-01-10 04:30:00,4338.8,19.5,0.0,1
area_001,2026-01-10 05:00:00,4356.93,19.85,0.0,1
area_001,2026-01-10 05:30:00,4318.64,20.81,0.0,1
area_001,2026-01-10 06:00:00,4325.17,19.53,0.0,1
area_001,2026-01-10 06:30:00,4302.25,18.54,0.1305,1
area_001,2026-01-10 07:00:00,4458.78,20.35,0.2588,1
area_001,2026-01-10 07:30:00,4387.19,18.88,0.3827,1
area_001,2026-01-10 08:00:00,4272.65,19.55,0.5,1
area_001,2026-01-10 08:30:00,4231.3,18.37,0.6088,1
area_001,2026-01-10 09:00:00,4172.38,17.25,0.7071,1
area_001,2026-01-10 09:30:00,4113.54,16.82,0.7934,1
area_001,2026-01-10 10:00:00,4156.96,17.21,0.866,1
area_001,2026-01-10 10:30:00,4097.05,16.35,0.9239,1
area_001,2026-01-10 11:00:00,4142.45,13.74,0.9659,1
area_001,2026-01-10 11:30:00,4056.05,12.76,0.9914,1
area_001,2026-01-10 12:00:00,4067.59,12.42,1.0,1
area_001,2026-01-10 12:30:00,4115.68,9.82,0.9914,1
area_001,2026-01-10 13:00:00,4099.6,9.71,0.9659,1
area_001,2026-01-10 13:30:00,4095.2,8.41,0.9239,1
area_001,2026-01-10 14:00:00,4004.56,7.72,0.866,1
area_001,2026-01-10 14:30:00,4108.91,5.9,0.7934,1
area_001,2026-01-10 15:00:00,4038.84,4.49,0.7071,1
area_001,2026-01-10 15:30:00,4107.05,3.38,0.6088,1
area_001,2026-01-10 16:00:00,4068.08,3.54,0.5,1
area_001,2026-01-10 16:30:00,4002.28,3.57,0.3827,1
area_001,2026-01-10 17:00:00,4053.45,3.34,0.2588,1
area_001,2026-01-10 17:30:00,4066.62,4.89,0.1305,1
area_001,2026-01-10 18:00:00,4096.56,4.13,0.0,1
area_001,2026-01-10 18:30:00,4085.36,2.52,0.0,1
area_001,2026-01-10 19:00:00,4147.35,3.74,0.0,1
area_001,2026-01-10 19:30:00,4135.36,3.44,0.0,1
area_001,2026-01-10 20:00:00,4081.93,3.97,0.0,1
area_001,2026-01-10 20:30:00,4128.39,4.9,0.0,1
area_001,2026-01-10 21:00:00,4184.67,5.9,0.0,1
area_001,2026-01-10 21:30:00,4205.76,5.89,0.0,1
area_001,2026-01-10 22:00:00,4056.82,7.85,0.0,1
area_001,2026-01-10 22:30:00,4106.27,6.99,0.0,1
area_001,2026-01-10 23:00:00,4213.79,8.87,0.0,1
area_001,2026-01-10 23:30:00,4082.65,11.94,0.0,1
area_001,2026-01-11 00:00:00,4109.9,11.05,0.0,1
area_001,2026-01-11 00:30:00,4146.53,13.02,0.0,1
area_001,2026-01-11 01:00:00,4214.63,12.94,0.0,1
area_001,2026-01-11 01:30:00,4197.42,14.29,0.0,1
area_001,2026-01-11 02:00:00,4190.97,14.69,0.0,1
area_001,2026-01-11 02:30:00,4201.32,15.43,0.0,1
area_001,2026-01-11 03:00:00,4215.43,15.69,0.0,1
area_001,2026-01-11 03:30:00,4202.04,17.32,0.0,1
area_001,2026-01-11 04:00:00,4364.86,16.84,0.0,1
area_001,2026-01-11 04:30:00,4276.54,18.48,0.0,1
area_001,2026-01-11 05:00:00,4319.05,19.11,0.0,1
area_001,2026-01-11 05:30:00,4254.88,18.71,0.0,1
area_001,2026-01-11 06:00:00,4261.36,18.22,0.0,1
area_001,2026-01-11 06:30:00,4228.62,18.7,0.1305,1
area_001,2026-01-11 07:00:00,4114.26,17.85,0.2588,1
area_001,2026-01-11 07:30:00,4153.55,18.47,0.3827,1
area_001,2026-01-11 08:00:00,4133.28,15.76,0.5,1
area_001,2026-01-11 08:30:00,4077.42,16.34,0.6088,1
area_001,2026-01-11 09:00:00,4123.53,14.29,0.7071,1
area_001,2026-01-11 09:30:00,4211.3,13.86,0.7934,1
area_001,2026-01-11 10:00:00,4097.66,15.24,0.866,1
area_001,2026-01-11 10:30:00,4143.39,13.89,0.9239,1
area_001,2026-01-11 11:00:00,4103.01,11.57,0.9659,1
area_001,2026-01-11 11:30:00,4110.63,9.88,0.9914,1
area_001,2026-01-11 12:00:00,4034.66,7.63,1.0,1
area_001,2026-01-11 12:30:00,4056.62,8.48,0.9914,1
area_001,2026-01-11 13:00:00,4019.36,9.79,0.9659,1
area_001,2026-01-11 13:30:00,3971.54,7.17,0.9239,1
area_001,2026-01-11 14:00:00,4024.63,5.4,0.866,1
area_001,2026-01-11 14:30:00,4006.53,5.32,0.7934,1
area_001,2026-01-11 15:00:00,3974.44,2.87,0.7071,1
area_001,2026-01-11 15:30:00,3932.33,3.15,0.6088,1
area_001,2026-01-11 16:00:00,3925.36,2.85,0.5,1
area_001,2026-01-11 16:30:00,3987.23,2.21,0.3827,1
area_001,2026-01-11 17:00:00,3993.14,2.53,0.2588,1
area_001,2026-01-11 17:30:00,3954.86,1.94,0.1305,1
area_001,2026-01-11 18:00:00,3997.24,2.09,0.0,1
area_001,2026-01-11 18:30:00,4036.16,1.04,0.0,1
area_001,2026-01-11 19:00:00,4021.63,2.47,0.0,1
area_001,2026-01-11 19:30:00,4058.34,3.36,0.0,1
area_001,2026-01-11 20:00:00,4079.68,1.71,0.0,1
area_001,2026-01-11 20:30:00,3982.45,2.32,0.0,1
area_001,2026-01-11 21:00:00,4086.05,4.75,0.0,1
area_001,2026-01-11 21:30:00,4012.5,4.28,0.0,1
area_001,2026-01-11 22:00:00,4075.69,6.39,0.0,1
area_001,2026-01-11 22:30:00,4063.48,5.82,0.0,1
area_001,2026-01-11 23:00:00,4032.41,8.29,0.0,1
area_001,2026-01-11 23:30:00,3996.72,8.23,0.0,1
area_001,2026-01-12 00:00:00,4261.47,9.34,0.0,0
area_001,2026-01-12 00:30:00,4196.94,11.39,0.0,0
area_001,2026-01-12 01:00:00,4344.54,10.85,0.0,0
area_001,2026-01-12 01:30:00,4387.62,11.34,0.0,0
area_001,2026-01-12 02:00:00,4289.16,12.64,0.0,0
area_001,2026-01-12 02:30:00,4338.79,14.2,0.0,0
area_001,2026-01-12 03:00:00,4324.31,13.34,0.0,0
area_001,2026-01-12 03:30:00,4311.87,15.76,0.0,0
area_001,2026-01-12 04:00:00,4394.59,15.37,0.0,0
area_001,2026-01-12 04:30:00,4343.95,17.15,0.0,0
area_001,2026-01-12 05:00:00,4466.79,14.62,0.0,0
area_001,2026-01-12 05:30:00,4350.18,16.08,0.0,0
area_001,2026-01-12 06:00:00,4426.5,15.4,0.0,0
area_001,2026-01-12 06:30:00,4362.27,15.99,0.1305,0
area_001,2026-01-12 07:00:00,4366.05,16.62,0.2588,0
area_001,2026-01-12 07:30:00,4297.92,15.91,0.3827,0
area_001,2026-01-12 08:00:00,4298.56,15.37,0.5,0
area_001,2026-01-12 08:30:00,4275.65,14.83,0.6088,0
area_001,2026-01-12 09:00:00,4219.77,14.41,0.7071,0
area_001,2026-01-12 09:30:00,4281.17,12.62,0.7934,0
area_001,2026-01-12 10:00:00,4241.96,13.1,0.866,0
area_001,2026-01-12 10:30:00,4220.87,12.1,0.9239,0
area_001,2026-01-12 11:00:00,4248.14,10.86,0.9659,0
area_001,2026-01-12 11:30:00,4225.01,9.95,0.9914,0
area_001,2026-01-12 12:00:00,4129.88,8.67,1.0,0
area_001,2026-01-12 12:30:00,4129.68,9.0,0.9914,0
area_001,2026-01-12 13:00:00,4096.0,6.25,0.9659,0
area_001,2026-01-12 13:30:00,4116.98,5.06,0.9239,0
area_001,2026-01-12 14:00:00,4085.49,3.74,0.866,0
area_001,2026-01-12 14:30:00,4182.35,2.63,0.7934,0
area_001,2026-01-12 15:00:00,4124.4,1.65,0.7071,0
area_001,2026-01-12 15:30:00,4092.87,1.23,0.6088,0
area_001,2026-01-12 16:00:00,4148.3,1.28,0.5,0
area_001,2026-01-12 16:30:00,3995.84,1.13,0.3827,0
area_001,2026-01-12 17:00:00,4011.84,0.55,0.2588,0
area_001,2026-01-12 17:30:00,4155.44,-0.33,0.1305,0
area_001,2026-01-12 18:00:00,4113.75,0.92,0.0,0
area_001,2026-01-12 18:30:00,4124.29,0.84,0.0,0
area_001,2026-01-12 19:00:00,4065.46,0.31,0.0,0
area_001,2026-01-12 19:30:00,4133.49,0.24,0.0,0
area_001,2026-01-12 20:00:00,4216.84,1.65,0.0,0
area_001,2026-01-12 20:30:00,4175.05,1.93,0.0,0
area_001,2026-01-12 21:00:00,4172.65,1.3,0.0,0
area_001,2026-01-12 21:30:00,4139.87,3.18,0.0,0
area_001,2026-01-12 22:00:00,4149.4,4.3,0.0,0
area_001,2026-01-12 22:30:00,4096.53,4.3,0.0,0
area_001,2026-01-12 23:00:00,4204.65,6.15,0.0,0
area_001,2026-01-12 23:30:00,4262.95,5.85,0.0,0
area_001,2026-01-13 00:00:00,4136.44,9.12,0.0,0
area_001,2026-01-13 00:30:00,4192.3,10.08,0.0,0
area_001,2026-01-13 01:00:00,4200.3,9.9,0.0,0
area_001,2026-01-13 01:30:00,4215.12,11.38,0.0,0
area_001,2026-01-13 02:00:00,4304.43,10.09,0.0,0
area_001,2026-01-13 02:30:00,4205.69,11.96,0.0,0
area_001,2026-01-13 03:00:00,4327.88,13.43,0.0,0
area_001,2026-01-13 03:30:00,4352.02,13.5,0.0,0
area_001,2026-01-13 04:00:00,4294.49,15.51,0.0,0
area_001,2026-01-13 04:30:00,4185.92,16.99,0.0,0
area_001,2026-01-13 05:00:00,4292.72,14.79,0.0,0
area_001,2026-01-13 05:30:00,4391.95,15.26,0.0,0
area_001,2026-01-13 06:00:00,4200.35,16.19,0.0,0
area_001,2026-01-13 06:30:00,4281.66,17.22,0.1305,0
area_001,2026-01-13 07:00:00,4261.68,14.75,0.2588,0
area_001,2026-01-13 07:30:00,4318.9,15.59,0.3827,0
area_001,2026-01-13 08:00:00,4218.01,16.39,0.5,0
area_001,2026-01-13 08:30:00,4287.97,13.03,0.6088,0
area_001,2026-01-13 09:00:00,4273.1,12.64,0.7071,0
area_001,2026-01-13 09:30:00,4302.51,12.55,0.7934,0
area_001,2026-01-13 10:00:00,4193.78,11.61,0.866,0
area_001,2026-01-13 10:30:00,4187.3,11.74,0.9239,0
area_001,2026-01-13 11:00:00,4093.09,10.3,0.9659,0
area_001,2026-01-13 11:30:00,4220.25,7.67,0.9914,0
area_001,2026-01-13 12:00:00,4092.31,8.46,1.0,0
area_001,2026-01-13 12:30:00,4100.61,6.55,0.9914,0
area_001,2026-01-13 13:00:00,4092.97,7.02,0.9659,0
area_001,2026-01-13 13:30:00,4035.82,4.51,0.9239,0
area_001,2026-01-13 14:00:00,4109.57,3.58,0.866,0
area_001,2026-01-13 14:30:00,4124.94,3.66,0.7934,0
area_001,2026-01-13 15:00:00,4089.79,3.07,0.7071,0
area_001,2026-01-13 15:30:00,4008.76,2.14,0.6088,0
area_001,2026-01-13 16:00:00,4101.14,-0.14,0.5,0
area_001,2026-01-13 16:30:00,4120.15,1.19,0.3827,0
area_001,2026-01-13 17:00:00,4027.14,-0.39,0.2588,0
area_001,2026-01-13 17:30:00,4058.56,0.44,0.1305,0
area_001,2026-01-13 18:00:00,4176.5,-0.94,0.0,0
area_001,2026-01-13 18:30:00,4129.95,0.64,0.0,0
area_001,2026-01-13 19:00:00,4153.91,-0.14,0.0,0
area_001,2026-01-13 19:30:00,4229.74,-0.17,0.0,0
area_001,2026-01-13 20:00:00,4151.89,1.91,0.0,0
area_001,2026-01-13 20:30:00,4174.42,2.13,0.0,0
area_001,2026-01-13 21:00:00,4286.59,2.16,0.0,0
area_001,2026-01-13 21:30:00,4143.41,4.62,0.0,0
area_001,2026-01-13 22:00:00,4151.02,4.0,0.0,0
area_001,2026-01-13 22:30:00,4214.53,5.33,0.0,0
area_001,2026-01-13 23:00:00,4226.77,6.54,0.0,0
area_001,2026-01-13 23:30:00,4208.15,6.87,0.0,0
area_001,2026-01-14 00:00:00,4188.34,8.81,0.0,0
area_001,2026-01-14 00:30:00,4365.17,9.08,0.0,0
area_001,2026-01-14 01:00:00,4289.54,10.23,0.0,0
area_001,2026-01-14 01:30:00,4236.52,12.66,0.0,0
area_001,2026-01-14 02:00:00,4351.43,11.7,0.0,0
area_001,2026-01-14 02:30:00,4333.6,11.5,0.0,0
area_001,2026-01-14 03:00:00,4293.89,15.53,0.0,0
area_001,2026-01-14 03:30:00,4330.61,17.0,0.0,0
area_001,2026-01-14 04:00:00,4289.36,15.24,0.0,0
area_001,2026-01-14 04:30:00,4388.04,14.51,0.0,0
area_001,2026-01-14 05:00:00,4445.87,16.17,0.0,0
area_001,2026-01-14 05:30:00,4384.56,16.43,0.0,0
area_001,2026-01-14 06:00:00,4347.84,16.6,0.0,0
area_001,2026-01-14 06:30:00,4340.97,15.82,0.1305,0
area_001,2026-01-14 07:00:00,4313.44,17.0,0.2588,0
area_001,2026-01-14 07:30:00,4306.8,16.65,0.3827,0
area_001,2026-01-14 08:00:00,4308.44,14.61,0.5,0
area_001,2026-01-14 08:30:00,4325.9,15.81,0.6088,0
area_001,2026-01-14 09:00:00,4174.8,16.23,0.7071,0
area_001,2026-01-14 09:30:00,4295.73,13.98,0.7934,0
area_001,2026-01-14 10:00:00,4228.75,12.73,0.866,0
area_001,2026-01-14 10:30:00,4244.23,11.98,0.9239,0
area_001,2026-01-14 11:00:00,4152.43,11.63,0.9659,0
area_001,2026-01-14 11:30:00,4274.58,8.76,0.9914,0
area_001,2026-01-14 12:00:00,4236.3,9.26,1.0,0
area_001,2026-01-14 12:30:00,4217.87,7.81,0.9914,0
area_001,2026-01-14 13:00:00,4071.46,8.61,0.9659,0
area_001,2026-01-14 13:30:00,4191.58,6.03,0.9239,0
area_001,2026-01-14 14:00:00,4145.98,6.6,0.866,0
area_001,2026-01-14 14:30:00,4082.97,3.55,0.7934,0
area_001,2026-01-14 15:00:00,4133.94,4.15,0.7071,0
area_001,2026-01-14 15:30:00,4155.6,3.28,0.6088,0
area_001,2026-01-14 16:00:00,4181.11,1.79,0.5,0
area_001,2026-01-14 16:30:00,4158.3,2.2,0.3827,0
area_001,2026-01-14 17:00:00,4160.1,2.72,0.2588,0
area_001,2026-01-14 17:30:00,4240.97,1.33,0.1305,0
area_001,2026-01-14 18:00:00,4257.65,0.2,0.0,0
area_001,2026-01-14 18:30:00,4057.31,1.65,0.0,0
area_001,2026-01-14 19:00:00,4186.4,1.18,0.0,0
area_001,2026-01-14 19:30:00,4193.24,2.0,0.0,0
area_001,2026-01-14 20:00:00,4126.83,2.71,0.0,0
area_001,2026-01-14 20:30:00,4237.65,2.03,0.0,0
area_001,2026-01-14 21:00:00,4299.62,2.83,0.0,0
area_001,2026-01-14 21:30:00,4183.37,5.33,0.0,0
area_001,2026-01-14 22:00:00,4272.12,5.43,0.0,0
area_001,2026-01-14 22:30:00,4253.02,4.77,0.0,0
area_001,2026-01-14 23:00:00,4241.58,8.48,0.0,0
area_001,2026-01-14 23:30:00,4359.62,9.14,0.0,0
